Feature,Coefficient,Absolute
categorical__DeviceInfo_SM-A720F Build/MMB29K,-41.027545829154704,41.027545829154704
categorical__id_31_firefox,40.720154668604934,40.720154668604934
categorical__DeviceInfo_LG-K530 Build/MMB29M,40.660278343233294,40.660278343233294
categorical__DeviceInfo_Android 4.4.2,40.43244756936364,40.43244756936364
categorical__P_emaildomain_yahoo.co.jp,-40.172358857739326,40.172358857739326
categorical__R_emaildomain_yahoo.co.jp,-40.17235885752137,40.17235885752137
categorical__DeviceInfo_SM-G900M Build/LRX21T,40.02590578064666,40.02590578064666
categorical__DeviceInfo_rv:54.0,-39.7662223601855,39.7662223601855
categorical__DeviceInfo_SM-J320M Build/LMY47V,39.3776701127506,39.3776701127506
categorical__DeviceInfo_Trident/7.0,39.25444202806099,39.25444202806099
categorical__DeviceInfo_P5526A Build/NRD90M,38.997924862917166,38.997924862917166
categorical__id_30_Android 8.0.0,38.98300955911011,38.98300955911011
numeric__V230,-38.97262587833963,38.97262587833963
categorical__DeviceInfo_HTC Desire 10 lifestyle Build/MMB29M,38.94954900758956,38.94954900758956
categorical__DeviceInfo_LGMS631 Build/MRA58K,38.83236009577662,38.83236009577662
categorical__P_emaildomain_rocketmail.com,-38.78902320957673,38.78902320957673
numeric__V287,-38.76896323108066,38.76896323108066
categorical__DeviceInfo_LGLS770,-38.68065541354277,38.68065541354277
categorical__R_emaildomain_q.com,-38.67601698616073,38.67601698616073
categorical__DeviceInfo_GT-P5113,38.63681517437263,38.63681517437263
categorical__id_31_chrome 60.0,38.5193063224465,38.5193063224465
categorical__card6_debit,38.47593638967707,38.47593638967707
categorical__P_emaildomain_aol.com,38.469380010887726,38.469380010887726
categorical__R_emaildomain_bellsouth.net,-38.158980418754126,38.158980418754126
categorical__id_30_Mac OS X 10.10,38.1313834491234,38.1313834491234
categorical__DeviceInfo_SM-A710M,38.058376114220245,38.058376114220245
categorical__DeviceInfo_SM-G531H Build/LMY48B,37.959055160145994,37.959055160145994
categorical__DeviceInfo_F8331,-37.87401002256148,37.87401002256148
numeric__V337,37.471527255815644,37.471527255815644
categorical__DeviceInfo_XT1254 Build/MCG24.251-5-5,-37.3232642738013,37.3232642738013
categorical__DeviceInfo_M4 SS4453 Build/MMB29M,37.1470756713432,37.1470756713432
categorical__DeviceInfo_SAMSUNG-SM-G930A Build/NRD90M,37.105567032299994,37.105567032299994
categorical__R_emaildomain_earthlink.net,-37.090589065632564,37.090589065632564
categorical__DeviceInfo_Moto G (5S,37.06325734596292,37.06325734596292
categorical__DeviceInfo_HTC Desire 530 Build/MMB29M,-36.98977757895156,36.98977757895156
categorical__DeviceInfo_E6603 Build/32.4.A.1.54,-36.923312759245064,36.923312759245064
categorical__id_33_1200x675,-36.84911057993301,36.84911057993301
categorical__P_emaildomain_juno.com,-36.79499626265154,36.79499626265154
categorical__id_30_Android 5.1.1,-36.77840175287163,36.77840175287163
categorical__DeviceInfo_5051A Build/MMB29M,36.5085812530236,36.5085812530236
categorical__DeviceInfo_XT1585 Build/NCK25.118-10.5,36.338492735673576,36.338492735673576
categorical__DeviceInfo_LGMS550 Build/NRD90U,36.25211906021669,36.25211906021669
categorical__id_31_chrome 59.0 for android,36.1584763887154,36.1584763887154
numeric__V285,-36.00698814866143,36.00698814866143
categorical__DeviceInfo_SAMSUNG SM-G950U1 Build/NRD90M,35.97604673698153,35.97604673698153
categorical__DeviceInfo_LG-TP260 Build/NRD90U,35.909310885992326,35.909310885992326
categorical__DeviceInfo_ONEPLUS A5000 Build/NMF26X,-35.86276632294238,35.86276632294238
numeric__V299,-35.725027509767585,35.725027509767585
categorical__DeviceInfo_XT1032 Build/KXB21.14-L1.40,35.515173336904176,35.515173336904176
categorical__DeviceInfo_SAMSUNG-SM-G900A Build/LRX21T,35.39724550394518,35.39724550394518
categorical__id_30_Android 5.0,35.39724550386687,35.39724550386687
categorical__DeviceInfo_SM-J701M Build/NRD90M,35.27207915019621,35.27207915019621
categorical__id_30_iOS 10.0.2,35.19309311494148,35.19309311494148
categorical__DeviceInfo_LG-X240 Build/MRA58K,-35.190673785804776,35.190673785804776
categorical__DeviceInfo_SM-T330NU Build/LMY47X,-35.177577195117145,35.177577195117145
categorical__DeviceInfo_SM-A310M,-35.14228787217628,35.14228787217628
categorical__P_emaildomain_anonymous.com,35.09418855848975,35.09418855848975
categorical__DeviceInfo_SAMSUNG SM-T580 Build/NRD90M,35.09071363628672,35.09071363628672
categorical__DeviceInfo_KYOCERA-C6742A Build/LMY47V,34.842261737670064,34.842261737670064
categorical__id_31_firefox 52.0,34.63662844879554,34.63662844879554
categorical__DeviceInfo_Ilium LT500 Build/LMY47O,34.63590917794809,34.63590917794809
categorical__DeviceInfo_SAMSUNG SM-G950F Build/NRD90M,34.48563391255539,34.48563391255539
categorical__P_emaildomain_windstream.net,34.396581382554196,34.396581382554196
categorical__P_emaildomain_frontiernet.net,34.33967178073945,34.33967178073945
categorical__id_33_1356x900,-34.27755832943562,34.27755832943562
categorical__DeviceInfo_BNTV400,-34.27755832925183,34.27755832925183
categorical__DeviceInfo_SM-T700 Build/MMB29K,-33.95382024670893,33.95382024670893
categorical__R_emaildomain_embarqmail.com,33.86251716522127,33.86251716522127
categorical__DeviceInfo_SM-G930R4 Build/NRD90M,-33.74172857863134,33.74172857863134
categorical__DeviceInfo_SM-E500M Build/KTU84P,33.72352293432074,33.72352293432074
categorical__DeviceInfo_SM-P350 Build/MMB29M,33.72319120678806,33.72319120678806
categorical__DeviceInfo_GT-P5210 Build/JDQ39,33.65796201515682,33.65796201515682
categorical__id_31_ie,33.508697169049235,33.508697169049235
categorical__DeviceInfo_5080A Build/MRA58K,-33.464164337414296,33.464164337414296
categorical__DeviceInfo_LG-H872 Build/NRD90U,-33.42061900793756,33.42061900793756
numeric__V316,33.33865591478901,33.33865591478901
categorical__id_30_Windows 8.1,33.08693661041353,33.08693661041353
categorical__id_31_chrome 59.0,33.06627710384296,33.06627710384296
categorical__DeviceInfo_SM-G920P Build/NRD90M,32.82557198947628,32.82557198947628
categorical__id_31_samsung browser 6.2,-32.75699537821329,32.75699537821329
categorical__id_33_1344x840,-32.44726028007564,32.44726028007564
categorical__DeviceInfo_Moto Z2 Play Build/NPS26.118-19,-32.33900865809944,32.33900865809944
numeric__C11,32.31790812587191,32.31790812587191
numeric__V291,-32.29225851590606,32.29225851590606
categorical__DeviceInfo_SM-G935W8,-32.22074938124427,32.22074938124427
categorical__id_31_safari generic,32.08184946874335,32.08184946874335
categorical__DeviceInfo_SM-G900P Build/MMB29M,31.96518863886436,31.96518863886436
categorical__id_30_Windows 10,31.95897843610486,31.95897843610486
categorical__DeviceInfo_XT1635-02 Build/NPN26.118-22-2,31.833330537940693,31.833330537940693
categorical__DeviceInfo_SM-G928G Build/NRD90M,31.812022486343942,31.812022486343942
categorical__id_31_chrome 53.0 for android,-31.81062983037085,31.81062983037085
categorical__DeviceInfo_SAMSUNG SM-T810 Build/NRD90M,-31.72083999149779,31.72083999149779
categorical__DeviceInfo_SM-J111M Build/LMY47V,-31.54763168653345,31.54763168653345
categorical__DeviceInfo_EVA-L09 Build/HUAWEIEVA-L09,-31.5411005238644,31.5411005238644
categorical__DeviceInfo_Blade L5 Build/LMY47I,-31.449567094066023,31.449567094066023
categorical__R_emaildomain_windstream.net,-31.42355052913089,31.42355052913089
categorical__P_emaildomain_mac.com,-31.40604904491332,31.40604904491332
categorical__DeviceInfo_Moto Z (2,31.21510319989976,31.21510319989976
categorical__DeviceInfo_GT-I9060M Build/KTU84P,31.08925462064245,31.08925462064245
categorical__P_emaildomain_msn.com,30.99825724084806,30.99825724084806
categorical__DeviceInfo_SAMSUNG SM-G930P Build/NRD90M,30.95585130333789,30.95585130333789
categorical__P_emaildomain_charter.net,-30.91183643044558,30.91183643044558
categorical__id_31_waterfox,30.853574051923864,30.853574051923864
categorical__R_emaildomain_comcast.net,-30.723203686734955,30.723203686734955
categorical__DeviceInfo_LG-K580 Build/MRA58K,30.63752551990971,30.63752551990971
categorical__DeviceInfo_SM-J120H Build/LMY47V,-30.46727596130186,30.46727596130186
categorical__DeviceInfo_Z981 Build/MMB29M,30.33570490237227,30.33570490237227
categorical__DeviceInfo_LG-K410 Build/LRX22G,30.32540662467882,30.32540662467882
categorical__DeviceInfo_Redmi Note 4 Build/MMB29M,-30.224393143417554,30.224393143417554
numeric__D1,-30.112439784761985,30.112439784761985
categorical__DeviceInfo_XT1063,-30.049609303126424,30.049609303126424
categorical__R_emaildomain_charter.net,29.87414593806539,29.87414593806539
numeric__V324,-29.717477814314385,29.717477814314385
categorical__DeviceInfo_Moto G (5) Plus Build/NPN25.137-72,-29.694299213274974,29.694299213274974
categorical__id_30_Windows 7,29.678972316860392,29.678972316860392
numeric__V100,29.67233607198486,29.67233607198486
categorical__DeviceInfo_SM-J510MN Build/MMB29M,29.559356585560295,29.559356585560295
categorical__DeviceInfo_SAMSUNG SM-T587P Build/NRD90M,29.557926256630005,29.557926256630005
categorical__R_emaildomain_me.com,-29.52084079730838,29.52084079730838
categorical__DeviceInfo_5012G Build/MRA58K,29.470545384646687,29.470545384646687
categorical__DeviceInfo_Moto G (4) Build/NPJ25.93-14.5,29.270957029663016,29.270957029663016
categorical__id_31_chrome 58.0 for android,29.195429895778712,29.195429895778712
categorical__DeviceInfo_LG-LS998,-29.07890019337178,29.07890019337178
categorical__DeviceInfo_SM-T550,-29.015737977826856,29.015737977826856
categorical__DeviceInfo_Blade V580 Build/LMY47D,-28.969780148350583,28.969780148350583
numeric__V104,28.967683996597,28.967683996597
categorical__DeviceInfo_XT1080 Build/SU6-7.7,28.920972017920022,28.920972017920022
categorical__DeviceInfo_HUAWEI VNS-L21 Build/HUAWEIVNS-L21,-28.86463176505066,28.86463176505066
categorical__DeviceInfo_Moto G (5) Build/NPP25.137-82,28.787518973654336,28.787518973654336
numeric__V237,-28.73225263887058,28.73225263887058
categorical__DeviceInfo_LG-H918 Build/NRD90M,-28.732112454750013,28.732112454750013
numeric__V167,-28.650650515572856,28.650650515572856
numeric__V211,-28.626157646920845,28.626157646920845
numeric__V263,-28.3156286379956,28.3156286379956
categorical__id_30_other,-28.268935671418333,28.268935671418333
categorical__id_31_Nokia/Lumia,-28.26893567133471,28.26893567133471
categorical__DeviceInfo_iOS Device,28.20909255825203,28.20909255825203
numeric__V288,-27.97674583301469,27.97674583301469
numeric__V154,-27.95785401799104,27.95785401799104
categorical__R_emaildomain_mac.com,27.92056867393087,27.92056867393087
categorical__P_emaildomain_hotmail.com,27.912348345207704,27.912348345207704
categorical__id_31_chrome 49.0,27.863055997961524,27.863055997961524
categorical__DeviceInfo_Moto G (5) Plus Build/NPN25.137-83,-27.615408927369206,27.615408927369206
categorical__DeviceInfo_SM-T377W,27.61086604048654,27.61086604048654
categorical__R_emaildomain_frontier.com,-27.6073087125617,27.6073087125617
categorical__DeviceInfo_SM-T560NU Build/MMB29M,-27.572964745515186,27.572964745515186
categorical__DeviceInfo_SM-J320V Build/NMF26X,27.481416591623475,27.481416591623475
categorical__id_31_edge 16.0,27.35469372657265,27.35469372657265
numeric__C7,27.329993621156635,27.329993621156635
categorical__id_31_mobile safari 8.0,-27.31046250514944,27.31046250514944
categorical__DeviceInfo_KFAUWI Build/LVY48F,-27.200857085173205,27.200857085173205
categorical__DeviceInfo_SAMSUNG-SM-G870A Build/MMB29M,27.156782985760756,27.156782985760756
categorical__DeviceInfo_KFGIWI Build/LVY48F,27.142335275236253,27.142335275236253
categorical__R_emaildomain_mail.com,-26.860937992421803,26.860937992421803
numeric__C8,26.664145138691946,26.664145138691946
categorical__DeviceInfo_KFAPWI Build/KTU84M,26.41653250187521,26.41653250187521
categorical__DeviceInfo_SM-G955F Build/NRD90M,26.394600789694437,26.394600789694437
categorical__DeviceInfo_HUAWEI VNS-L23 Build/HUAWEIVNS-L23,26.327796091196724,26.327796091196724
categorical__DeviceInfo_SM-J730F,-26.152142644169032,26.152142644169032
categorical__DeviceInfo_Moto Z2 Play Build/NPS26.74-16-1,-26.133888509210312,26.133888509210312
categorical__DeviceInfo_SM-G550T Build/MMB29K,-26.06559939195872,26.06559939195872
categorical__id_31_chrome 58.0,26.058671069186225,26.058671069186225
numeric__V233,-26.022705083396865,26.022705083396865
categorical__DeviceInfo_Le,25.949413953221082,25.949413953221082
categorical__DeviceInfo_Blade V6 Max Build/MRA58K,-25.928223031047494,25.928223031047494
categorical__DeviceInfo_KFDOWI Build/LVY48F,25.91576634026681,25.91576634026681
numeric__D2,25.891346160246663,25.891346160246663
numeric__V179,-25.803454815923757,25.803454815923757
categorical__DeviceInfo_SM-J700M Build/LMY48B,25.620883510656384,25.620883510656384
numeric__V181,25.60639233117523,25.60639233117523
categorical__id_30_Mac OS X 10.6,-25.570408989279343,25.570408989279343
categorical__DeviceInfo_LG-M320 Build/NRD90U,25.497678521982643,25.497678521982643
numeric__V306,25.31282909193507,25.31282909193507
categorical__DeviceInfo_LG-H870 Build/NRD90U,25.26372163024841,25.26372163024841
numeric__C4,25.21961266232988,25.21961266232988
categorical__DeviceInfo_SGP521,24.98964678432075,24.98964678432075
categorical__P_emaildomain_servicios-ta.com,24.95553703334118,24.95553703334118
categorical__R_emaildomain_servicios-ta.com,24.955537033130362,24.955537033130362
numeric__V177,24.88111164833308,24.88111164833308
categorical__id_31_Samsung/SCH,-24.879217049211316,24.879217049211316
categorical__DeviceInfo_SM-G930T Build/NRD90M,24.691254876019052,24.691254876019052
categorical__DeviceInfo_SM-S903VL,-24.64121093087464,24.64121093087464
categorical__P_emaildomain_cox.net,24.593390016712956,24.593390016712956
categorical__DeviceInfo_LG-K428 Build/MMB29M,-24.53321431965127,24.53321431965127
numeric__V246,24.435166028093985,24.435166028093985
categorical__DeviceInfo_SM-T113NU Build/KTU84P,-24.25745413017279,24.25745413017279
categorical__DeviceInfo_SM-T580 Build/NRD90M,24.180646113850383,24.180646113850383
categorical__card6_debit or credit,-24.178238263082307,24.178238263082307
categorical__DeviceInfo_HUAWEI Y520-U03 Build/HUAWEIY520-U03,-24.154594584534884,24.154594584534884
numeric__V32,24.144816357838536,24.144816357838536
categorical__DeviceInfo_Blade V6 Plus Build/MRA58K,24.037887449906542,24.037887449906542
categorical__DeviceInfo_SM-G935T Build/NRD90M,23.930513075505537,23.930513075505537
categorical__M5_T,-23.91459853838003,23.91459853838003
categorical__DeviceInfo_rv:52.0,-23.84750087936155,23.84750087936155
categorical__DeviceInfo_Moto G (4) Build/NPJS25.93-14-10,23.810729673402527,23.810729673402527
categorical__DeviceInfo_REX,-23.787433899505594,23.787433899505594
categorical__DeviceInfo_F3113 Build/33.3.A.1.97,23.777318066704144,23.777318066704144
categorical__DeviceInfo_SM-G610F,-23.745728462454316,23.745728462454316
categorical__DeviceInfo_SM-G935V Build/NRD90M,23.71812200829191,23.71812200829191
categorical__DeviceInfo_SM-J327VPP Build/NRD90M,23.6873200066755,23.6873200066755
categorical__DeviceInfo_rv:58.0,23.684872805530905,23.684872805530905
numeric__V16,-23.640391403414682,23.640391403414682
categorical__DeviceInfo_rv:47.0,-23.345257726171972,23.345257726171972
categorical__DeviceInfo_SM-G930P Build/NRD90M,23.259736688000242,23.259736688000242
categorical__id_30_Android 6.0.1,23.201934290422795,23.201934290422795
numeric__V193,23.0665036754919,23.0665036754919
categorical__P_emaildomain_cfl.rr.com,22.966884678230098,22.966884678230098
categorical__DeviceInfo_SM-G900F Build/LRX21T,-22.94903016224523,22.94903016224523
categorical__DeviceInfo_ZEIA8,22.90298507476497,22.90298507476497
categorical__DeviceInfo_Moto Z2 Play Build/NPSS26.118-19-6,22.874327940786777,22.874327940786777
categorical__DeviceInfo_LG-V495/V49520l,-22.833860057189046,22.833860057189046
categorical__DeviceInfo_es-us,-22.808099997998003,22.808099997998003
categorical__id_31_edge 14.0,22.791250818972852,22.791250818972852
categorical__DeviceInfo_LG-K220 Build/MXB48T,22.72396813333352,22.72396813333352
categorical__DeviceInfo_Ilium L910 Build/MRA58K,22.70113488985929,22.70113488985929
numeric__V326,-22.56520323758299,22.56520323758299
numeric__V266,-22.351379393364216,22.351379393364216
categorical__DeviceInfo_SM-A510F Build/NRD90M,22.311560475124363,22.311560475124363
categorical__DeviceInfo_VS988 Build/NRD90U,22.125139403019958,22.125139403019958
categorical__DeviceInfo_SM-N920V Build/NRD90M,22.07472668204014,22.07472668204014
categorical__DeviceInfo_ILIUM,-22.02113955126012,22.02113955126012
categorical__id_31_firefox 48.0,21.946839777537317,21.946839777537317
categorical__DeviceInfo_rv:48.0,21.94683977735914,21.94683977735914
categorical__id_31_chrome 52.0 for android,21.90084802747424,21.90084802747424
categorical__DeviceInfo_SAMSUNG-SM-T337A Build/LMY47X,21.876173633753243,21.876173633753243
categorical__id_31_chrome 56.0,-21.723675181071545,21.723675181071545
categorical__DeviceInfo_F8331 Build/41.2.A.7.76,-21.61291396760595,21.61291396760595
categorical__id_31_firefox 57.0,21.579677393092847,21.579677393092847
categorical__id_31_chrome 62.0,21.533715264662437,21.533715264662437
categorical__DeviceInfo_AX920,-21.443328640845067,21.443328640845067
categorical__id_31_chrome 62.0 for ios,21.43346949437503,21.43346949437503
categorical__R_emaildomain_aol.com,-21.36651503746365,21.36651503746365
categorical__id_33_1281x801,-21.32736769542585,21.32736769542585
categorical__DeviceInfo_KFTT Build/IML74K,-21.3273676954254,21.3273676954254
categorical__R_emaildomain_gmx.de,21.093940908563173,21.093940908563173
categorical__P_emaildomain_gmx.de,21.093940908562896,21.093940908562896
categorical__id_34_match_status:2,21.060636805502497,21.060636805502497
numeric__V213,21.022735771028675,21.022735771028675
categorical__DeviceInfo_SM-T350 Build/NMF26X,-21.018749606755687,21.018749606755687
categorical__DeviceInfo_XT1053 Build/LPAS23.12-21.7-1,20.89087892176726,20.89087892176726
categorical__id_34_match_status:1,20.865781924368193,20.865781924368193
categorical__DeviceInfo_LGLS775 Build/NRD90U,-20.78038931169943,20.78038931169943
categorical__DeviceInfo_HUAWEI RIO-L03 Build/HUAWEIRIO-L03,20.773082444192777,20.773082444192777
categorical__DeviceInfo_QTASUN1 Build/NRD90M,-20.654516086269712,20.654516086269712
categorical__id_33_2048x1280,20.647968619582837,20.647968619582837
numeric__V313,20.607710863841685,20.607710863841685
categorical__DeviceInfo_MOT-A6020l37 Build/LMY47V,20.586249478275324,20.586249478275324
categorical__M3_T,-20.575828609301865,20.575828609301865
categorical__id_31_chrome 61.0 for android,20.411339089458185,20.411339089458185
categorical__DeviceInfo_RCT6303W87M7 Build/MRA58K,20.34387261511706,20.34387261511706
numeric__V328,-20.341423303326632,20.341423303326632
categorical__DeviceInfo_ALE-L21 Build/HuaweiALE-L21,-20.307653843238267,20.307653843238267
numeric__V339,-20.27472252842832,20.27472252842832
categorical__DeviceInfo_rv:57.0,-20.22669733180878,20.22669733180878
categorical__DeviceInfo_SM-T713 Build/NRD90M,20.194130791806792,20.194130791806792
categorical__DeviceInfo_XT1563 Build/MPDS24.107-52-5,-20.0930479952229,20.0930479952229
numeric__V309,-19.924810856340457,19.924810856340457
categorical__DeviceInfo_SM-P550 Build/MMB29M,-19.86665819799503,19.86665819799503
categorical__DeviceInfo_HUAWEI TAG-L13 Build/HUAWEITAG-L13,-19.862430280479945,19.862430280479945
categorical__id_31_edge 15.0,19.612731718969304,19.612731718969304
categorical__R_emaildomain_hotmail.de,-19.586903445869915,19.586903445869915
categorical__P_emaildomain_hotmail.de,-19.586903444239184,19.586903444239184
categorical__R_emaildomain_scranton.edu,19.586730188629463,19.586730188629463
categorical__DeviceInfo_Ilium X710 Build/MRA58K,19.38934836850332,19.38934836850332
categorical__DeviceInfo_SM-G955U Build/NRD90M,19.38413955751502,19.38413955751502
categorical__DeviceInfo_SM-G930V Build/NRD90M,19.349612589531894,19.349612589531894
numeric__V207,-19.335773938041456,19.335773938041456
categorical__DeviceInfo_Moto G (4) Build/NPJ25.93-14.7,19.31851617145452,19.31851617145452
categorical__DeviceInfo_LG-LS777 Build/NRD90U,19.262361328420504,19.262361328420504
numeric__V331,-19.19282828750367,19.19282828750367
categorical__DeviceInfo_F5321,19.15668227535837,19.15668227535837
categorical__DeviceInfo_LG-M210 Build/NRD90U,19.153573323625416,19.153573323625416
categorical__DeviceInfo_SM-T820 Build/NRD90M,19.1298787971237,19.1298787971237
categorical__DeviceInfo_K88 Build/MMB29M,19.113063020826807,19.113063020826807
categorical__DeviceInfo_SM-N950U Build/NMF26X,19.10476016710747,19.10476016710747
categorical__DeviceInfo_XT1032 Build/LPBS23.13-56-2,19.069531408248587,19.069531408248587
categorical__R_emaildomain_hotmail.fr,19.063388296392894,19.063388296392894
categorical__P_emaildomain_hotmail.fr,19.06338829485486,19.06338829485486
categorical__DeviceInfo_G3123 Build/40.0.A.6.135,19.025819358042604,19.025819358042604
categorical__id_12_NotFound,-19.015133117225755,19.015133117225755
categorical__id_33_2000x1125,-18.807266827039786,18.807266827039786
numeric__V307,18.734739165373632,18.734739165373632
categorical__DeviceInfo_Moto G Play Build/MPIS24.241-15.3-7,18.712502953196076,18.712502953196076
numeric__V269,18.704118082939925,18.704118082939925
categorical__id_30_iOS 10.3.1,-18.604490325964594,18.604490325964594
categorical__id_31_chrome 63.0,18.56794941203657,18.56794941203657
numeric__V10,18.53417692260509,18.53417692260509
categorical__DeviceInfo_Moto E (4) Plus Build/NMA26.42-69,-18.47066606696457,18.47066606696457
categorical__DeviceInfo_LG-H811 Build/MRA58K,18.454351240096308,18.454351240096308
numeric__V242,-18.38097486740395,18.38097486740395
categorical__DeviceInfo_F5121 Build/34.3.A.0.228,18.37098535006731,18.37098535006731
categorical__id_30_iOS 10.2.0,-18.341398808911542,18.341398808911542
categorical__DeviceInfo_XT1058 Build/LPAS23.12-21.7-1,-18.2790084144112,18.2790084144112
categorical__id_30_iOS 9.3.5,-18.246520613717383,18.246520613717383
numeric__V31,-18.218085939061766,18.218085939061766
categorical__id_30_Windows 8,18.172539740716154,18.172539740716154
numeric__V153,-17.84501064280782,17.84501064280782
categorical__DeviceInfo_Nexus,-17.782814261632428,17.782814261632428
categorical__P_emaildomain_centurylink.net,-17.77798639437305,17.77798639437305
categorical__DeviceInfo_MotoE2 Build/LPCS23.13-56-5,17.56638664981918,17.56638664981918
categorical__id_30_iOS 11.0.1,17.5241674971231,17.5241674971231
categorical__P_emaildomain_twc.com,17.478945539426434,17.478945539426434
categorical__R_emaildomain_juno.com,17.432326591594688,17.432326591594688
categorical__DeviceInfo_X10,-17.383285650216763,17.383285650216763
categorical__id_31_chrome 43.0 for android,-17.383285649745748,17.383285649745748
numeric__V249,-17.265127137214165,17.265127137214165
categorical__DeviceInfo_LG-X180g Build/LMY47I,-17.2214285543125,17.2214285543125
numeric__V290,16.78708905857829,16.78708905857829
numeric__V17,16.636612331744725,16.636612331744725
categorical__DeviceInfo_Android,16.605623314634013,16.605623314634013
numeric__V18,-16.52118024243076,16.52118024243076
categorical__DeviceInfo_SAMSUNG SM-J700M Build/LMY48B,16.504357557034947,16.504357557034947
categorical__DeviceInfo_SAMSUNG-SM-J320A Build/MMB29K,-16.415702077962727,16.415702077962727
categorical__DeviceInfo_2PS64 Build/NRD90M,-16.234507537923605,16.234507537923605
categorical__DeviceInfo_Pixel Build/OPR3.170623.013,16.2178143586864,16.2178143586864
categorical__id_30_iOS 11.2.0,15.799419756127214,15.799419756127214
numeric__V284,15.677838573153846,15.677838573153846
numeric__V311,15.676287683697026,15.676287683697026
numeric__V98,15.628609716203917,15.628609716203917
numeric__V318,15.427390450941957,15.427390450941957
categorical__R_emaildomain_web.de,15.401280402832773,15.401280402832773
categorical__P_emaildomain_web.de,15.401280402252286,15.401280402252286
categorical__DeviceInfo_LG-D693n Build/LRX22G,15.357304766231977,15.357304766231977
categorical__M6_T,15.255586068818658,15.255586068818658
numeric__V261,15.250338589043597,15.250338589043597
categorical__id_30_Linux,15.21033661285841,15.21033661285841
categorical__DeviceInfo_SM-G570M Build/MMB29K,-15.191757360489852,15.191757360489852
categorical__id_30_iOS 11.0.0,-15.186505759450949,15.186505759450949
categorical__DeviceInfo_SM-G920V Build/NRD90M,-15.165705533417691,15.165705533417691
categorical__id_31_chrome generic for android,-15.147679531495935,15.147679531495935
categorical__P_emaildomain_verizon.net,-15.079674689813054,15.079674689813054
numeric__V245,15.05298854259322,15.05298854259322
categorical__DeviceInfo_LG-D680 Build/KOT49I,15.047597186692395,15.047597186692395
numeric__V119,14.932546624028127,14.932546624028127
categorical__P_emaildomain_icloud.com,14.840033020866585,14.840033020866585
categorical__DeviceInfo_Lenovo A2016b30 Build/MRA58K,14.828178985732558,14.828178985732558
categorical__DeviceInfo_rv:38.0,14.777120618215108,14.777120618215108
numeric__V73,-14.75128388497954,14.75128388497954
numeric__C9,14.726481395989158,14.726481395989158
numeric__V273,14.706299366991288,14.706299366991288
categorical__DeviceInfo_SM-A710M Build/LMY47X,14.641261542205203,14.641261542205203
categorical__DeviceInfo_SM-T550 Build/NMF26X,14.473603440603696,14.473603440603696
categorical__DeviceInfo_VS835,-14.425887287923267,14.425887287923267
numeric__V282,14.299257921014087,14.299257921014087
categorical__id_28_New,14.250619373836624,14.250619373836624
categorical__P_emaildomain_frontier.com,14.120019942839951,14.120019942839951
categorical__P_emaildomain_q.com,13.98177447735863,13.98177447735863
categorical__id_31_opera 49.0,13.966708589641108,13.966708589641108
categorical__DeviceInfo_SKY_5.0LM,-13.947324798477561,13.947324798477561
numeric__V298,-13.889969019545092,13.889969019545092
categorical__R_emaildomain_optonline.net,-13.81723697267782,13.81723697267782
categorical__DeviceInfo_SM-J727U Build/NRD90M,-13.810945971770643,13.810945971770643
categorical__id_31_chrome 63.0 for android,-13.791535939939104,13.791535939939104
categorical__DeviceInfo_LG-K540 Build/MMB29M,-13.777871761808942,13.777871761808942
categorical__DeviceInfo_SM-G900V Build/MMB29M,13.692824072494611,13.692824072494611
categorical__id_31_chrome 56.0 for android,-13.589198261860219,13.589198261860219
numeric__V222,13.54709242152881,13.54709242152881
categorical__DeviceInfo_Z971,13.533302175347318,13.533302175347318
categorical__id_36_T,-13.529195153700755,13.529195153700755
categorical__R_emaildomain_hotmail.com,-13.500631399793818,13.500631399793818
categorical__DeviceInfo_SM-T560 Build/KTU84P,13.13572396532779,13.13572396532779
categorical__DeviceInfo_Moto G Play Build/MPIS24.241-15.3-26,-13.111590364223597,13.111590364223597
categorical__DeviceInfo_SM-J320H,-13.107635728048741,13.107635728048741
categorical__id_31_chrome 54.0 for android,13.010234453765207,13.010234453765207
categorical__P_emaildomain_netzero.net,-13.009393110616733,13.009393110616733
numeric__V158,12.995085002606533,12.995085002606533
numeric__V106,12.982711588890512,12.982711588890512
categorical__DeviceInfo_SM-G925W8,-12.853717231856827,12.853717231856827
categorical__DeviceInfo_WAS-LX3 Build/HUAWEIWAS-LX3,-12.816546340566804,12.816546340566804
numeric__V15,12.757350583517049,12.757350583517049
categorical__DeviceInfo_Windows,12.741888713924114,12.741888713924114
categorical__DeviceInfo_Moto E (4) Build/NMA26.42-11-3,12.67479771397506,12.67479771397506
categorical__DeviceInfo_Moto G (5) Build/NPP25.137-72,12.645672555347819,12.645672555347819
numeric__C1,12.624210111520476,12.624210111520476
categorical__DeviceInfo_Lenovo K33b36 Build/NRD90N,12.578305430789634,12.578305430789634
categorical__DeviceInfo_HTC,12.400969174379378,12.400969174379378
categorical__id_30_iOS 10.2.1,12.270612169769436,12.270612169769436
numeric__V74,12.146353921545275,12.146353921545275
categorical__id_31_mobile safari uiwebview,12.107884794129667,12.107884794129667
categorical__id_30_Android 8.1.0,12.067148058646186,12.067148058646186
categorical__R_emaildomain_cox.net,-12.05568381489938,12.05568381489938
numeric__V223,11.992638709724528,11.992638709724528
numeric__V48,11.907679001094909,11.907679001094909
